transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel,category,source_row_id,unit_price_raw,customer_id_raw,product_id_raw,store_id_raw,review_reason
T067532,2024-04-22 00:00:00.000000,C03860,P0009,S017,3,3166.76,0.0,9500.28,9500.28,2247.01,6741.03,2759.25,29.04,Apple Pay,Store,Fashion,67532,,,,,Manual/source-system review required
T067816,2025-12-26 00:00:00.000000,C04128,P0380,S012,4,4389.87,877.97,17559.48,16681.51,2930.64,11722.56,4958.95,29.73,Apple Pay,Store,Grocery,67816,,,,,Manual/source-system review required
T067823,2025-02-09 00:00:00.000000,C04107,P0393,S012,3,560.15,0.0,1680.45,1680.45,442.49,1327.47,352.98,21.01,Mada,Store,Sports,67823,,,,,Manual/source-system review required
T067931,2025-12-01 00:00:00.000000,C01015,P0424,S016,2,2454.7,0.0,4909.4,4909.4,1815.61,3631.22,1278.18,26.04,Card,Store,Home Appliances,67931,,,,,Manual/source-system review required
T068266,2024-08-03 00:00:00.000000,C03511,P0222,S017,3,3131.19,469.68,9393.57,8923.89,2585.98,7757.94,1165.95,13.07,Card,E-commerce,Home Appliances,68266,,,,,Manual/source-system review required
T068509,2025-07-21 00:00:00.000000,C03494,P0067,S006,6,537.52,0.0,3225.12,3225.12,398.64,2391.84,833.28,25.84,STC Pay,Store,Home Appliances,68509,,,,,Manual/source-system review required
T068617,2024-08-03 00:00:00.000000,C03808,P0292,S007,2,830.66,0.0,1661.32,1661.32,537.79,1075.58,585.74,35.26,Mada,Store,Home Appliances,68617,,,,,Manual/source-system review required
T068726,2025-08-15 00:00:00.000000,C02914,P0120,S011,4,406.1,81.22,1624.4,1543.18,266.59,1066.36,476.82,30.9,Apple Pay,E-commerce,Home Appliances,68726,,,,,Manual/source-system review required
T069086,2025-07-07 00:00:00.000000,C01799,P0370,S004,1,2883.07,432.46,2883.07,2450.61,1934.88,1934.88,515.73,21.04,Mada,Store,Electronics,69086,,,,,Manual/source-system review required
T069131,2024-10-17 00:00:00.000000,C01725,P0280,S016,2,2116.62,211.66,4233.24,4021.58,1452.15,2904.3,1117.28,27.78,Apple Pay,Store,Grocery,69131,,,,,Manual/source-system review required
T069350,2025-12-05 00:00:00.000000,C02674,P0337,S012,1,3259.5,162.98,3259.5,3096.52,2332.48,2332.48,764.04,24.67,Apple Pay,E-commerce,Sports,69350,,,,,Manual/source-system review required
T069384,2024-03-29 00:00:00.000000,C02179,P0104,S009,4,1730.92,0.0,6923.68,6923.68,1124.51,4498.04,2425.64,35.03,Card,Store,Home Appliances,69384,,,,,Manual/source-system review required
T069603,2025-10-11 00:00:00.000000,C03747,P0231,S008,1,2636.52,0.0,2636.52,2636.52,1906.63,1906.63,729.89,27.68,STC Pay,Store,Fashion,69603,,,,,Manual/source-system review required
T069945,2024-08-03 00:00:00.000000,C03901,P0421,S010,5,2485.51,0.0,12427.55,12427.55,2005.59,10027.95,2399.6,19.31,Card,E-commerce,Fashion,69945,,,,,Manual/source-system review required
T069991,2024-09-02 00:00:00.000000,C02539,P0245,S010,2,3298.02,0.0,6596.04,6596.04,2202.03,4404.06,2191.98,33.23,Cash,Store,Beauty,69991,,,,,Manual/source-system review required
T070148,2025-08-12 00:00:00.000000,C04319,P0250,S008,1,3466.83,0.0,3466.83,3466.83,2390.12,2390.12,1076.71,31.06,Mada,E-commerce,Grocery,70148,,,,,Manual/source-system review required
T070158,2024-10-15 00:00:00.000000,C02156,P0330,S007,3,1587.91,952.75,4763.73,3810.98,1221.72,3665.16,145.82,3.83,STC Pay,Store,Electronics,70158,,,,,Manual/source-system review required
T070184,2024-06-21 00:00:00.000000,C03215,P0473,S002,1,3214.87,482.23,3214.87,2732.64,2355.7,2355.7,376.94,13.79,Card,E-commerce,Electronics,70184,,,,,Manual/source-system review required
T070209,2025-09-01 00:00:00.000000,C02360,P0387,S017,2,2135.04,0.0,4270.08,4270.08,1678.78,3357.56,912.52,21.37,Mada,Store,Fashion,70209,,,,,Manual/source-system review required
T070398,2025-10-13 00:00:00.000000,C00899,P0088,S019,2,2294.17,0.0,4588.34,4588.34,1498.19,2996.38,1591.96,34.7,Apple Pay,Store,Electronics,70398,,,,,Manual/source-system review required
T070716,2025-06-28 00:00:00.000000,C04653,P0325,S011,3,2047.95,614.39,6143.85,5529.46,1327.05,3981.15,1548.31,28.0,Card,E-commerce,Fashion,70716,,,,,Manual/source-system review required
T070899,2024-02-21 00:00:00.000000,C04965,P0082,S019,4,139.38,0.0,557.52,557.52,99.0,396.0,161.52,28.97,Apple Pay,Store,Sports,70899,,,,,Manual/source-system review required
T070980,2025-01-10 00:00:00.000000,C01299,P0318,S009,1,347.66,0.0,347.66,347.66,254.16,254.16,93.5,26.89,Apple Pay,Store,Beauty,70980,,,,,Manual/source-system review required
T071052,2024-09-17 00:00:00.000000,C02542,P0141,S010,3,3488.48,0.0,10465.44,10465.44,2692.43,8077.29,2388.15,22.82,Apple Pay,Store,Electronics,71052,,,,,Manual/source-system review required
T071185,2025-10-04 00:00:00.000000,C02466,P0064,S003,3,1361.15,204.17,4083.45,3879.28,1027.23,3081.69,797.59,20.56,Cash,Store,Sports,71185,,,,,Manual/source-system review required
T071366,2025-04-11 00:00:00.000000,C02781,P0076,S009,6,499.1,0.0,2994.6,2994.6,378.09,2268.54,726.06,24.25,Card,E-commerce,Sports,71366,,,,,Manual/source-system review required
T071372,2024-06-04 00:00:00.000000,C02216,P0308,S018,1,2751.83,0.0,2751.83,2751.83,1857.62,1857.62,894.21,32.5,Card,E-commerce,Beauty,71372,,,,,Manual/source-system review required
T071385,2024-02-05 00:00:00.000000,C00446,P0385,S008,2,3426.2,685.24,6852.4,6167.16,2654.94,5309.88,857.28,13.9,Card,Store,Home & Living,71385,,,,,Manual/source-system review required
T071418,2025-02-12 00:00:00.000000,C01245,P0364,S012,2,3014.33,301.43,6028.66,5727.23,1958.52,3917.04,1810.19,31.61,STC Pay,Store,Fashion,71418,,,,,Manual/source-system review required
T071517,2024-08-29 00:00:00.000000,C04126,P0500,S020,4,167.83,0.0,671.32,671.32,128.14,512.56,158.76,23.65,Mada,Store,Beauty,71517,,,,,Manual/source-system review required
T071788,2025-10-30 00:00:00.000000,C02848,P0417,S018,3,800.74,120.11,2402.22,2282.11,537.1,1611.3,670.81,29.39,STC Pay,Store,Fashion,71788,,,,,Manual/source-system review required
T072126,2024-08-07 00:00:00.000000,C04028,P0272,S015,1,2320.72,0.0,2320.72,2320.72,1483.74,1483.74,836.98,36.07,Mada,E-commerce,Fashion,72126,,,,,Manual/source-system review required
T072637,2025-10-09 00:00:00.000000,C01140,P0054,S013,2,874.13,262.24,1748.26,1486.02,547.79,1095.58,390.44,26.27,Mada,Store,Electronics,72637,,,,,Manual/source-system review required
T072649,2024-03-21 00:00:00.000000,C04235,P0138,S018,3,4068.53,0.0,12205.59,12205.59,2940.5,8821.5,3384.09,27.73,Card,Store,Home & Living,72649,,,,,Manual/source-system review required
T073018,2025-05-16 00:00:00.000000,C01466,P0384,S016,1,3145.24,0.0,3145.24,3145.24,1906.79,1906.79,1238.45,39.38,Mada,Store,Beauty,73018,,,,,Manual/source-system review required
T073039,2025-08-05 00:00:00.000000,C02799,P0204,S014,5,86.06,21.52,430.3,408.78,59.02,295.1,113.68,27.81,Cash,Store,Beauty,73039,,,,,Manual/source-system review required
T073152,2025-09-01 00:00:00.000000,C03660,P0328,S018,2,2054.5,0.0,4109.0,4109.0,1504.62,3009.24,1099.76,26.76,Card,Store,Home & Living,73152,,,,,Manual/source-system review required
T073304,2024-10-31 00:00:00.000000,C02773,P0088,S020,2,2190.93,0.0,4381.86,4381.86,1498.19,2996.38,1385.48,31.62,Apple Pay,E-commerce,Electronics,73304,,,,,Manual/source-system review required
T073413,2025-12-12 00:00:00.000000,C02530,P0205,S018,1,643.14,0.0,643.14,643.14,463.01,463.01,180.13,28.01,STC Pay,Store,Home Appliances,73413,,,,,Manual/source-system review required
T073901,2025-05-27 00:00:00.000000,C00061,P0371,S012,2,3604.61,720.92,7209.22,6488.3,2592.73,5185.46,1302.84,20.08,Mada,Store,Fashion,73901,,,,,Manual/source-system review required
T073954,2025-12-26 00:00:00.000000,C04683,P0141,S002,2,3628.28,725.66,7256.56,6530.9,2692.43,5384.86,1146.04,17.55,Cash,E-commerce,Electronics,73954,,,,,Manual/source-system review required
T074611,2024-09-23 00:00:00.000000,C03025,P0349,S004,4,815.35,489.21,3261.4,2772.19,708.77,2835.08,-62.89,-2.27,Cash,Store,Electronics,74611,,,,,Manual/source-system review required
T074821,2025-04-01 00:00:00.000000,C04965,P0167,S019,3,660.18,99.03,1980.54,1881.51,480.0,1440.0,441.51,23.47,Mada,Store,Home Appliances,74821,,,,,Manual/source-system review required
T075047,2025-06-10 00:00:00.000000,C04975,P0069,S010,2,2398.87,0.0,4797.74,4797.74,1631.09,3262.18,1535.56,32.01,Mada,E-commerce,Home Appliances,75047,,,,,Manual/source-system review required
T075511,2024-02-02 00:00:00.000000,C03591,P0181,S003,5,2114.32,1057.16,10571.6,9514.44,1637.69,8188.45,1325.99,13.94,Card,Store,Fashion,75511,,,,,Manual/source-system review required
T075640,2025-05-03 00:00:00.000000,C02251,P0462,S016,5,2258.65,0.0,11293.25,11293.25,1641.17,8205.85,3087.4,27.34,Cash,E-commerce,Home Appliances,75640,,,,,Manual/source-system review required
T075871,2025-12-16 00:00:00.000000,C03945,P0343,S005,3,1115.74,0.0,3347.22,3347.22,719.33,2157.99,1189.23,35.53,Mada,Store,Electronics,75871,,,,,Manual/source-system review required
T076010,2025-12-31 00:00:00.000000,C03045,P0091,S010,3,512.01,0.0,1536.03,1536.03,400.52,1201.56,334.47,21.77,Card,E-commerce,Grocery,76010,,,,,Manual/source-system review required
T076295,2025-03-27 00:00:00.000000,C01051,P0316,S019,2,2838.24,283.82,5676.48,5392.66,2113.35,4226.7,1165.96,21.62,Card,Store,Home & Living,76295,,,,,Manual/source-system review required
T076783,2025-10-14 00:00:00.000000,C04211,P0433,S016,3,877.39,263.22,2632.17,2368.95,760.77,2282.31,86.64,3.66,Apple Pay,E-commerce,Home & Living,76783,,,,,Manual/source-system review required
T076964,2025-12-03 00:00:00.000000,C03262,P0340,S018,3,1564.19,469.26,4692.57,4223.31,1090.52,3271.56,951.75,22.54,Cash,Store,Sports,76964,,,,,Manual/source-system review required
T076987,2025-03-16 00:00:00.000000,C03130,P0089,S002,3,183.98,0.0,551.94,551.94,136.78,410.34,141.6,25.65,Mada,Store,Grocery,76987,,,,,Manual/source-system review required
T077298,2025-08-22 00:00:00.000000,C03370,P0008,S014,3,694.31,208.29,2082.93,1874.64,604.03,1812.09,62.55,3.34,Apple Pay,Store,Sports,77298,,,,,Manual/source-system review required
T077309,2025-03-06 00:00:00.000000,C01668,P0051,S011,3,1792.73,0.0,5378.19,5378.19,1191.43,3574.29,1803.9,33.54,Apple Pay,Store,Home & Living,77309,,,,,Manual/source-system review required
T077346,2025-11-30 00:00:00.000000,C01385,P0460,S002,5,868.21,0.0,4341.05,4341.05,737.26,3686.3,654.75,15.08,Card,E-commerce,Grocery,77346,,,,,Manual/source-system review required
T077822,2024-01-04 00:00:00.000000,C01011,P0305,S020,2,1924.09,192.41,3848.18,3655.77,1425.17,2850.34,805.43,22.03,Apple Pay,Store,Beauty,77822,,,,,Manual/source-system review required
T077875,2024-09-20 00:00:00.000000,C01069,P0406,S010,3,3542.34,2125.4,10627.02,8501.62,2923.01,8769.03,-267.41,-3.15,Card,Store,Electronics,77875,,,,,Manual/source-system review required
T077952,2024-01-19 00:00:00.000000,C00517,P0177,S005,3,2521.91,1134.86,7565.73,6430.87,1773.15,5319.45,1111.42,17.28,Card,Store,Electronics,77952,,,,,Manual/source-system review required
T078076,2024-09-27 00:00:00.000000,C02591,P0080,S010,1,1659.02,0.0,1659.02,1659.02,1136.35,1136.35,522.67,31.5,STC Pay,Store,Electronics,78076,,,,,Manual/source-system review required
T078536,2025-07-11 00:00:00.000000,C04017,P0228,S007,2,1813.94,181.39,3627.88,3446.49,1504.31,3008.62,437.87,12.7,Card,Store,Home & Living,78536,,,,,Manual/source-system review required
T078764,2025-08-28 00:00:00.000000,C00786,P0052,S017,3,2714.85,407.23,8144.55,7737.32,1942.41,5827.23,1910.09,24.69,Card,Store,Electronics,78764,,,,,Manual/source-system review required
T078776,2025-01-10 00:00:00.000000,C02954,P0021,S018,3,4301.22,0.0,12903.66,12903.66,2790.5,8371.5,4532.16,35.12,Mada,Store,Grocery,78776,,,,,Manual/source-system review required
T079098,2025-05-25 00:00:00.000000,C03049,P0430,S005,2,2107.55,210.76,4215.1,4004.34,1590.58,3181.16,823.18,20.56,Card,E-commerce,Home & Living,79098,,,,,Manual/source-system review required
T079138,2025-05-11 00:00:00.000000,C00294,P0042,S001,4,3272.64,0.0,13090.56,13090.56,2650.26,10601.04,2489.52,19.02,Apple Pay,Store,Beauty,79138,,,,,Manual/source-system review required
T079630,2025-06-17 00:00:00.000000,C03494,P0004,S019,3,2774.76,0.0,8324.28,8324.28,1837.79,5513.37,2810.91,33.77,Card,Store,Sports,79630,,,,,Manual/source-system review required
T079749,2025-11-07 00:00:00.000000,C01844,P0419,S012,3,2227.11,334.07,6681.33,6347.26,1826.99,5480.97,866.29,13.65,Card,Store,Home & Living,79749,,,,,Manual/source-system review required
T079824,2024-03-24 00:00:00.000000,C00092,P0439,S011,2,1067.6,0.0,2135.2,2135.2,745.56,1491.12,644.08,30.16,Cash,Store,Electronics,79824,,,,,Manual/source-system review required
T079920,2025-10-19 00:00:00.000000,C01348,P0423,S001,4,4266.51,853.3,17066.04,16212.74,2810.62,11242.48,4970.26,30.66,Card,Store,Beauty,79920,,,,,Manual/source-system review required
T080076,2024-08-04 00:00:00.000000,C00850,P0349,S020,2,857.2,85.72,1714.4,1628.68,708.77,1417.54,211.14,12.96,Apple Pay,Store,Electronics,80076,,,,,Manual/source-system review required
T080146,2024-07-18 00:00:00.000000,C03623,P0495,S018,8,2037.25,814.9,16298.0,15483.1,1316.84,10534.72,4948.38,31.96,Card,E-commerce,Home Appliances,80146,,,,,Manual/source-system review required
T080332,2024-05-26 00:00:00.000000,C03977,P0297,S014,2,1770.1,177.01,3540.2,3363.19,1128.06,2256.12,1107.07,32.92,Card,Store,Beauty,80332,,,,,Manual/source-system review required
T081018,2025-04-05 00:00:00.000000,C02417,P0245,S007,5,3412.62,0.0,17063.1,17063.1,2202.03,11010.15,6052.95,35.47,STC Pay,Store,Beauty,81018,,,,,Manual/source-system review required
T081208,2024-04-30 00:00:00.000000,C04467,P0251,S011,3,1486.86,0.0,4460.58,4460.58,970.92,2912.76,1547.82,34.7,Card,Store,Home & Living,81208,,,,,Manual/source-system review required
T081292,2024-07-05 00:00:00.000000,C00935,P0289,S019,4,1286.4,257.28,5145.6,4888.32,1142.55,4570.2,318.12,6.51,Apple Pay,Store,Grocery,81292,,,,,Manual/source-system review required
T081445,2025-03-30 00:00:00.000000,C02891,P0118,S018,1,1420.27,213.04,1420.27,1207.23,942.39,942.39,264.84,21.94,Card,E-commerce,Home & Living,81445,,,,,Manual/source-system review required
T081624,2024-01-09 00:00:00.000000,C02521,P0210,S008,3,433.67,0.0,1301.01,1301.01,326.88,980.64,320.37,24.62,Mada,Store,Home Appliances,81624,,,,,Manual/source-system review required
T081748,2024-10-05 00:00:00.000000,C04986,P0110,S004,7,2076.82,2907.55,14537.74,11630.19,1594.54,11161.78,468.41,4.03,Mada,E-commerce,Grocery,81748,,,,,Manual/source-system review required
T081797,2024-09-15 00:00:00.000000,C00454,P0134,S006,3,2632.73,0.0,7898.19,7898.19,1917.2,5751.6,2146.59,27.18,Card,E-commerce,Home Appliances,81797,,,,,Manual/source-system review required
T081986,2025-06-17 00:00:00.000000,C04641,P0273,S001,2,2921.21,584.24,5842.42,5258.18,1876.35,3752.7,1505.48,28.63,Mada,E-commerce,Electronics,81986,,,,,Manual/source-system review required
T082020,2025-09-18 00:00:00.000000,C04005,P0074,S015,4,4400.52,0.0,17602.08,17602.08,2865.5,11462.0,6140.08,34.88,Card,E-commerce,Fashion,82020,,,,,Manual/source-system review required
T082107,2024-07-16 00:00:00.000000,C03993,P0043,S011,2,3388.35,677.67,6776.7,6099.03,2183.35,4366.7,1732.33,28.4,Card,E-commerce,Fashion,82107,,,,,Manual/source-system review required
T082402,2024-08-28 00:00:00.000000,C04286,P0496,S016,3,380.43,228.26,1141.29,913.03,260.19,780.57,132.46,14.51,Card,Store,Electronics,82402,,,,,Manual/source-system review required
T082569,2024-10-28 00:00:00.000000,C01456,P0434,S001,3,1206.86,362.06,3620.58,3258.52,794.24,2382.72,875.8,26.88,Mada,Store,Home & Living,82569,,,,,Manual/source-system review required
T082817,2024-05-17 00:00:00.000000,C01964,P0009,S020,1,3205.41,0.0,3205.41,3205.41,2247.01,2247.01,958.4,29.9,Card,Store,Fashion,82817,,,,,Manual/source-system review required
T083146,2025-03-26 00:00:00.000000,C04468,P0085,S003,1,830.62,166.12,830.62,664.5,635.92,635.92,28.58,4.3,Card,Store,Electronics,83146,,,,,Manual/source-system review required
T083334,2025-07-18 00:00:00.000000,C04927,P0323,S020,2,410.62,82.12,821.24,739.12,258.74,517.48,221.64,29.99,Mada,E-commerce,Home & Living,83334,,,,,Manual/source-system review required
T083815,2024-09-08 00:00:00.000000,C04715,P0284,S020,1,2817.15,563.43,2817.15,2253.72,2046.82,2046.82,206.9,9.18,Mada,Store,Beauty,83815,,,,,Manual/source-system review required
T083972,2025-12-09 00:00:00.000000,C04053,P0098,S003,4,3722.61,0.0,14890.44,14890.44,2378.91,9515.64,5374.8,36.1,STC Pay,Store,Home & Living,83972,,,,,Manual/source-system review required
T084373,2024-04-21 00:00:00.000000,C03950,P0210,S004,3,430.03,0.0,1290.09,1290.09,326.88,980.64,309.45,23.99,Mada,Store,Home Appliances,84373,,,,,Manual/source-system review required
T084383,2024-07-22 00:00:00.000000,C02243,P0410,S017,2,952.87,95.29,1905.74,1810.45,697.52,1395.04,415.41,22.95,Mada,E-commerce,Sports,84383,,,,,Manual/source-system review required
T084397,2025-06-27 00:00:00.000000,C01782,P0142,S017,5,170.42,170.42,852.1,681.68,141.79,708.95,-27.27,-4.0,Apple Pay,Store,Grocery,84397,,,,,Manual/source-system review required
T084448,2025-08-23 00:00:00.000000,C02151,P0421,S007,5,2478.4,0.0,12392.0,12392.0,2005.59,10027.95,2364.05,19.08,Card,E-commerce,Fashion,84448,,,,,Manual/source-system review required
T085020,2025-06-14 00:00:00.000000,C03645,P0213,S010,5,891.02,668.26,4455.1,3786.84,681.48,3407.4,379.44,10.02,Card,Store,Fashion,85020,,,,,Manual/source-system review required
T085127,2025-12-27 00:00:00.000000,C01719,P0239,S007,4,2547.55,0.0,10190.2,10190.2,1877.53,7510.12,2680.08,26.3,Card,Store,Beauty,85127,,,,,Manual/source-system review required
T085504,2025-11-27 00:00:00.000000,C03000,P0375,S019,5,2032.98,508.24,10164.9,9656.66,1303.97,6519.85,3136.81,32.48,Mada,Store,Beauty,85504,,,,,Manual/source-system review required
T085662,2024-02-26 00:00:00.000000,C00512,P0469,S012,2,691.67,138.33,1383.34,1245.01,497.01,994.02,250.99,20.16,Card,E-commerce,Sports,85662,,,,,Manual/source-system review required
T085744,2024-11-12 00:00:00.000000,,P0398,S002,2,1552.42,0.0,3104.84,3104.84,1043.81,2087.62,1017.22,32.76,Card,Store,Fashion,85744,,,,,Manual/source-system review required
T085853,2024-04-11 00:00:00.000000,C03231,P0444,S008,2,2010.32,201.03,4020.64,3819.61,1496.45,2992.9,826.71,21.64,STC Pay,Store,Home & Living,85853,,,,,Manual/source-system review required
T086165,2025-08-01 00:00:00.000000,C03429,P0398,S006,2,1564.17,0.0,3128.34,3128.34,1043.81,2087.62,1040.72,33.27,Cash,Store,Fashion,86165,,,,,Manual/source-system review required
T086465,2025-10-29 00:00:00.000000,C03918,P0131,S005,2,2393.64,239.36,4787.28,4547.92,1664.68,3329.36,1218.56,26.79,STC Pay,Store,Grocery,86465,,,,,Manual/source-system review required
T087176,2024-08-03 00:00:00.000000,C04403,P0001,S009,3,3627.49,1632.37,10882.47,9250.1,2582.62,7747.86,1502.24,16.24,Card,Store,Home & Living,87176,,,,,Manual/source-system review required
T087296,2024-08-11 00:00:00.000000,C04119,P0399,S014,3,2401.06,0.0,7203.18,7203.18,2015.42,6046.26,1156.92,16.06,Apple Pay,Store,Beauty,87296,,,,,Manual/source-system review required
T087365,2024-07-27 00:00:00.000000,C02835,P0168,S003,2,1488.87,297.77,2977.74,2679.97,1120.31,2240.62,439.35,16.39,Mada,Store,Beauty,87365,,,,,Manual/source-system review required
T087479,2025-06-16 00:00:00.000000,C01174,P0214,S012,1,2825.6,0.0,2825.6,2825.6,2403.75,2403.75,421.85,14.93,STC Pay,E-commerce,Fashion,87479,,,,,Manual/source-system review required
T087544,2024-09-12 00:00:00.000000,C03132,P0214,S019,3,3014.32,904.3,9042.96,8138.66,2403.75,7211.25,927.41,11.4,Apple Pay,Store,Fashion,87544,,,,,Manual/source-system review required
T087553,2025-04-22 00:00:00.000000,C02632,P0136,S016,3,2757.23,413.58,8271.69,7858.11,1873.82,5621.46,2236.65,28.46,Mada,Store,Sports,87553,,,,,Manual/source-system review required
T087738,2025-01-17 00:00:00.000000,C00374,P0300,S018,2,395.76,0.0,791.52,791.52,265.5,531.0,260.52,32.91,Mada,E-commerce,Beauty,87738,,,,,Manual/source-system review required
T087888,2024-07-28 00:00:00.000000,C00519,P0368,S004,3,1634.09,0.0,4902.27,4902.27,1177.9,3533.7,1368.57,27.92,Cash,E-commerce,Home Appliances,87888,,,,,Manual/source-system review required
T088039,2024-05-24 00:00:00.000000,C02262,P0325,S002,2,2002.01,200.2,4004.02,3803.82,1327.05,2654.1,1149.72,30.23,Mada,Store,Fashion,88039,,,,,Manual/source-system review required
T088168,2025-09-13 00:00:00.000000,C02100,P0162,S015,3,4101.38,0.0,12304.14,12304.14,2599.21,7797.63,4506.51,36.63,Cash,Store,Home & Living,88168,,,,,Manual/source-system review required
T088231,2024-10-06 00:00:00.000000,C01333,P0354,S019,4,1379.19,0.0,5516.76,5516.76,1041.11,4164.44,1352.32,24.51,Card,E-commerce,Sports,88231,,,,,Manual/source-system review required
T088289,2024-01-19 00:00:00.000000,C00646,P0305,S005,2,1897.92,0.0,3795.84,3795.84,1425.17,2850.34,945.5,24.91,Card,Store,Beauty,88289,,,,,Manual/source-system review required
T088317,2024-02-11 00:00:00.000000,C02892,P0298,S004,2,1703.54,170.35,3407.08,3236.73,1348.79,2697.58,539.15,16.66,Mada,Store,Beauty,88317,,,,,Manual/source-system review required
T088410,2025-06-23 00:00:00.000000,C01865,P0460,S002,4,871.61,0.0,3486.44,3486.44,737.26,2949.04,537.4,15.41,Card,E-commerce,Grocery,88410,,,,,Manual/source-system review required
T088549,2024-03-04 00:00:00.000000,C01544,P0170,S005,-6,505.22,0.0,3031.32,3031.32,433.7,2602.2,429.12,14.16,Mada,Store,Electronics,88549,,,,,Manual/source-system review required
T088611,2025-08-24 00:00:00.000000,C02218,P0280,S013,3,1987.29,596.19,5961.87,5365.68,1452.15,4356.45,1009.23,18.81,Cash,Store,Grocery,88611,,,,,Manual/source-system review required
T088809,2024-12-29 00:00:00.000000,C00269,P0115,S016,2,2032.06,0.0,4064.12,4064.12,1377.86,2755.72,1308.4,32.19,Apple Pay,Store,Beauty,88809,,,,,Manual/source-system review required
T088948,2025-03-09 00:00:00.000000,C02008,P0069,S017,8,2410.38,2892.46,19283.04,16390.58,1631.09,13048.72,3341.86,20.39,Cash,Store,Home Appliances,88948,,,,,Manual/source-system review required
T089613,2024-08-06 00:00:00.000000,C03091,P0304,S012,5,934.81,934.81,4674.05,3739.24,617.07,3085.35,653.89,17.49,Apple Pay,Store,Sports,89613,,,,,Manual/source-system review required
T089665,2024-03-04 00:00:00.000000,C03902,P0061,S016,3,1202.46,180.37,3607.38,3427.01,903.6,2710.8,716.21,20.9,Card,Store,Home & Living,89665,,,,,Manual/source-system review required
T089825,2024-05-17 00:00:00.000000,C04038,P0180,S017,3,1601.7,240.26,4805.1,4564.84,1164.0,3492.0,1072.84,23.5,Card,Store,Grocery,89825,,,,,Manual/source-system review required
T090038,2025-05-10 00:00:00.000000,C03744,P0045,S019,5,2738.94,0.0,13694.7,13694.7,2013.58,10067.9,3626.8,26.48,Apple Pay,E-commerce,Fashion,90038,,,,,Manual/source-system review required
T090210,2025-09-22 00:00:00.000000,C04760,P0413,S010,2,3890.74,778.15,7781.48,7003.33,2759.79,5519.58,1483.75,21.19,Mada,E-commerce,Grocery,90210,,,,,Manual/source-system review required
T090260,2024-09-30 00:00:00.000000,C02397,P0109,S013,2,923.34,277.0,1846.68,1569.68,727.77,1455.54,114.14,7.27,Card,Store,Electronics,90260,,,,,Manual/source-system review required
T090700,2024-11-30 00:00:00.000000,C00196,P0009,S004,2,3151.96,315.2,6303.92,5988.72,2247.01,4494.02,1494.7,24.96,Card,E-commerce,Fashion,90700,,,,,Manual/source-system review required
T091108,2025-10-31 00:00:00.000000,C03287,P0460,S004,1,880.92,88.09,880.92,792.83,737.26,737.26,55.57,7.01,Cash,E-commerce,Grocery,91108,,,,,Manual/source-system review required
T091896,2025-07-17 00:00:00.000000,C02325,P0186,S004,4,2894.66,578.93,11578.64,10999.71,2467.35,9869.4,1130.31,10.28,STC Pay,Store,Fashion,91896,,,,,Manual/source-system review required
T092178,2024-11-06 00:00:00.000000,C03883,P0058,S009,1,3290.0,164.5,3290.0,3125.5,2791.45,2791.45,334.05,10.69,STC Pay,Store,Fashion,92178,,,,,Manual/source-system review required
T092288,2024-04-22 00:00:00.000000,C01307,P0458,S020,2,1668.03,333.61,3336.06,3002.45,1028.04,2056.08,946.37,31.52,Cash,E-commerce,Electronics,92288,,,,,Manual/source-system review required
T092551,2024-07-05 00:00:00.000000,C00396,P0242,S009,2,2715.03,0.0,5430.06,5430.06,2090.2,4180.4,1249.66,23.01,Apple Pay,Store,Grocery,92551,,,,,Manual/source-system review required
T093023,2024-01-11 00:00:00.000000,C01740,P0006,S008,2,1904.69,0.0,3809.38,3809.38,1711.75,3423.5,385.88,10.13,Mada,E-commerce,Home Appliances,93023,,,,,Manual/source-system review required
T093346,2024-12-13 00:00:00.000000,C01381,P0342,S017,4,1477.86,1182.29,5911.44,4729.15,989.07,3956.28,772.87,16.34,Mada,Store,Electronics,93346,,,,,Manual/source-system review required
T093469,2025-11-11 00:00:00.000000,C03889,P0476,S011,4,1389.09,0.0,5556.36,5556.36,930.7,3722.8,1833.56,33.0,Card,Store,Sports,93469,,,,,Manual/source-system review required
T093604,2024-06-18 00:00:00.000000,C02620,P0329,S015,1,1453.75,72.69,1453.75,1381.06,1010.3,1010.3,370.76,26.85,Card,Store,Grocery,93604,,,,,Manual/source-system review required
T093687,2025-08-02 00:00:00.000000,C03285,P0195,S015,5,1315.35,328.84,6576.75,6247.91,1135.82,5679.1,568.81,9.1,Cash,Store,Fashion,93687,,,,,Manual/source-system review required
T093747,2024-02-06 00:00:00.000000,C02092,P0411,S001,1,4056.57,202.83,4056.57,3853.74,2812.13,2812.13,1041.61,27.03,Card,Store,Fashion,93747,,,,,Manual/source-system review required
T093818,2025-05-01 00:00:00.000000,C00732,P0340,S015,4,1481.32,0.0,5925.28,5925.28,1090.52,4362.08,1563.2,26.38,Card,Store,Sports,93818,,,,,Manual/source-system review required
T093840,2025-05-08 00:00:00.000000,C00410,P0290,S011,2,1036.46,0.0,2072.92,2072.92,864.36,1728.72,344.2,16.6,Cash,E-commerce,Beauty,93840,,,,,Manual/source-system review required
