transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel,category,source_row_id,unit_price_raw,customer_id_raw,product_id_raw,store_id_raw
T002385,2024-08-31,C00738,P0020,S009,3,815.39,244.62,2446.17,2201.55,701.82,2105.46,96.09,4.36,Apple Pay,Store,Home Appliances,2385,815.39,C00738,P0020,S009
T002386,2024-04-04,C04436,P0497,S017,3,2723.4,0.0,8170.2,8170.2,2345.03,7035.09,1135.11,13.89,Card,E-commerce,Grocery,2386,2723.4,C04436,P0497,S017
T002387,2025-09-24,C03880,P0438,S016,5,414.28,0.0,2071.4,2071.4,312.29,1561.45,509.95,24.62,Apple Pay,Store,Home & Living,2387,414.28,C03880,P0438,S016
T002388,2024-01-06,C02688,P0370,S011,4,3014.03,0.0,12056.12,12056.12,1934.88,7739.52,4316.6,35.8,Mada,Store,Electronics,2388,3014.03,C02688,P0370,S011
T002389,2024-03-27,C00470,P0440,S009,3,1574.91,472.47,4724.73,4252.26,1195.54,3586.62,665.64,15.65,Cash,E-commerce,Electronics,2389,1574.91,C00470,P0440,S009
T002390,2024-07-07,C01983,P0160,S016,4,2903.02,580.6,11612.08,11031.48,2530.1,10120.4,911.08,8.26,Card,Store,Beauty,2390,2903.02,C01983,P0160,S016
T002391,2025-09-06,C01508,P0456,S003,3,519.64,233.84,1558.92,1325.08,393.2,1179.6,145.48,10.98,Cash,Store,Grocery,2391,519.64,C01508,P0456,S003
T002392,2025-09-07,C02167,P0411,S005,4,3886.78,777.36,15547.12,14769.76,2812.13,11248.52,3521.24,23.84,Apple Pay,E-commerce,Fashion,2392,3886.78,C02167,P0411,S005
T002393,2025-02-23,C02116,P0181,S010,4,2161.23,0.0,8644.92,8644.92,1637.69,6550.76,2094.16,24.22,Apple Pay,E-commerce,Fashion,2393,2161.23,C02116,P0181,S010
T002394,2024-03-07,C03483,P0355,S017,2,862.69,258.81,1725.38,1466.57,621.52,1243.04,223.53,15.24,Mada,Store,Beauty,2394,862.69,C03483,P0355,S017
T002395,2025-09-09,C00807,P0379,S001,4,2134.5,0.0,8538.0,8538.0,1751.18,7004.72,1533.28,17.96,Mada,Store,Sports,2395,2134.5,C00807,P0379,S001
T002396,2024-09-04,C00801,P0094,S010,4,1122.87,0.0,4491.48,4491.48,906.95,3627.8,863.68,19.23,STC Pay,Store,Sports,2396,1122.87,C00801,P0094,S010
T002397,2024-07-25,C03952,P0155,S005,4,2551.7,0.0,10206.8,10206.8,1760.91,7043.64,3163.16,30.99,Mada,E-commerce,Beauty,2397,2551.7,C03952,P0155,S005
T002398,2024-07-23,C00333,P0117,S016,2,1404.83,0.0,2809.66,2809.66,1093.83,2187.66,622.0,22.14,Card,Store,Grocery,2398,1404.83,C00333,P0117,S016
T002399,2024-11-14,C02975,P0021,S003,1,4046.79,0.0,4046.79,4046.79,2790.5,2790.5,1256.29,31.04,Card,Store,Grocery,2399,4046.79,C02975,P0021,S003
T002400,2024-03-23,C01355,P0027,S007,2,942.49,188.5,1884.98,1696.48,671.92,1343.84,352.64,20.79,Apple Pay,E-commerce,Sports,2400,942.49,C01355,P0027,S007
T002401,2025-02-27,C01200,P0367,S020,2,1493.57,0.0,2987.14,2987.14,998.58,1997.16,989.98,33.14,Card,Store,Home & Living,2401,1493.57,C01200,P0367,S020
T002402,2024-03-22,C02710,P0088,S002,3,2087.0,0.0,6261.0,6261.0,1498.19,4494.57,1766.43,28.21,Apple Pay,E-commerce,Electronics,2402,2087.0,C02710,P0088,S002
T002403,2025-07-02,C03576,P0435,S019,3,1470.27,220.54,4410.81,4190.27,984.03,2952.09,1238.18,29.55,Card,E-commerce,Home Appliances,2403,1470.27,C03576,P0435,S019
T002404,2025-12-25,C00525,P0412,S019,3,1311.69,196.75,3935.07,3738.32,853.52,2560.56,1177.76,31.51,Apple Pay,E-commerce,Beauty,2404,1311.69,C00525,P0412,S019
T002405,2025-05-01,C00961,P0172,S010,2,3063.68,612.74,6127.36,5514.62,2243.0,4486.0,1028.62,18.65,Cash,Store,Grocery,2405,3063.68,C00961,P0172,S010
T002406,2024-05-12,C03328,P0416,S013,2,3038.47,607.69,6076.94,5469.25,2374.29,4748.58,720.67,13.18,Cash,Store,Fashion,2406,3038.47,C03328,P0416,S013
T002407,2024-04-24,C04164,P0437,S019,3,1122.42,0.0,3367.26,3367.26,812.24,2436.72,930.54,27.63,Mada,Store,Electronics,2407,1122.42,C04164,P0437,S019
T002408,2025-01-11,C02988,P0325,S014,5,1917.32,0.0,9586.6,9586.6,1327.05,6635.25,2951.35,30.79,Mada,Store,Fashion,2408,1917.32,C02988,P0325,S014
T002409,2024-07-29,C02393,P0143,S015,3,2252.51,337.88,6757.53,6419.65,1655.17,4965.51,1454.14,22.65,Apple Pay,Store,Fashion,2409,2252.51,C02393,P0143,S015
T002410,2024-05-11,C04247,P0268,S016,2,1992.0,199.2,3984.0,3784.8,1547.81,3095.62,689.18,18.21,Mada,E-commerce,Home & Living,2410,1992.0,C04247,P0268,S016
T002411,2025-01-08,C00283,P0382,S010,4,2126.26,0.0,8505.04,8505.04,1710.59,6842.36,1662.68,19.55,Card,E-commerce,Home Appliances,2411,2126.26,C00283,P0382,S010
T002412,2024-06-02,C02095,P0018,S018,2,1714.03,0.0,3428.06,3428.06,1329.22,2658.44,769.62,22.45,Apple Pay,Store,Fashion,2412,1714.03,C02095,P0018,S018
T002413,2025-02-26,C04222,P0269,S006,2,195.82,0.0,391.64,391.64,129.46,258.92,132.72,33.89,Cash,Store,Electronics,2413,195.82,C04222,P0269,S006
T002414,2024-12-31,C01481,P0106,S007,3,2623.64,1574.18,7870.92,6296.74,2121.15,6363.45,-66.71,-1.06,Card,Store,Grocery,2414,2623.64,C01481,P0106,S007
T002415,2025-11-24,C00499,P0137,S017,4,3936.15,0.0,15744.6,15744.6,2781.23,11124.92,4619.68,29.34,Card,Store,Home Appliances,2415,3936.15,C00499,P0137,S017
T002416,2024-05-26,C01290,P0228,S007,2,1696.22,0.0,3392.44,3392.44,1504.31,3008.62,383.82,11.31,Mada,Store,Home & Living,2416,1696.22,C01290,P0228,S007
T002417,2024-05-06,C02887,P0095,S010,4,3078.58,0.0,12314.32,12314.32,2718.04,10872.16,1442.16,11.71,Card,Store,Electronics,2417,3078.58,C02887,P0095,S010
T002418,2024-11-03,C00186,P0451,S016,3,455.61,136.68,1366.83,1230.15,313.22,939.66,290.49,23.61,Mada,Store,Grocery,2418,455.61,C00186,P0451,S016
T002419,2025-12-15,C04604,P0489,S007,4,485.99,0.0,1943.96,1943.96,372.64,1490.56,453.4,23.32,STC Pay,Store,Home Appliances,2419,485.99,C04604,P0489,S007
T002420,2024-04-27,C01097,P0160,S005,6,2909.89,2618.9,17459.34,14840.44,2530.1,15180.6,-340.16,-2.29,Card,Store,Beauty,2420,2909.89,C01097,P0160,S005
T002421,2025-07-26,C00790,P0413,S015,3,3929.01,589.35,11787.03,11197.68,2759.79,8279.37,2918.31,26.06,Mada,Store,Grocery,2421,3929.01,C00790,P0413,S015
T002422,2024-08-18,C02646,P0081,S013,3,2806.25,0.0,8418.75,8418.75,2058.21,6174.63,2244.12,26.66,Card,Store,Electronics,2422,2806.25,C02646,P0081,S013
T002423,2025-03-26,C04494,P0177,S013,1,2521.55,0.0,2521.55,2521.55,1773.15,1773.15,748.4,29.68,Mada,Store,Electronics,2423,2521.55,C04494,P0177,S013
T002424,2025-05-14,C01545,P0392,S018,2,2090.93,627.28,4181.86,3554.58,1649.16,3298.32,256.26,7.21,Mada,Store,Sports,2424,2090.93,C01545,P0392,S018
T002425,2025-10-23,C04394,P0110,S016,1,2104.27,0.0,2104.27,2104.27,1594.54,1594.54,509.73,24.22,Cash,Store,Grocery,2425,2104.27,C04394,P0110,S016
T002426,2024-05-24,C00211,P0085,S004,7,815.21,0.0,5706.47,5706.47,635.92,4451.44,1255.03,21.99,STC Pay,E-commerce,Electronics,2426,815.21,C00211,P0085,S004
T002427,2025-09-14,C04846,P0314,S013,5,1785.93,0.0,8929.65,8929.65,1451.91,7259.55,1670.1,18.7,STC Pay,Store,Home Appliances,2427,1785.93,C04846,P0314,S013
T002428,2025-11-09,C03765,P0478,S001,4,2316.92,463.38,9267.68,8804.3,1787.27,7149.08,1655.22,18.8,STC Pay,E-commerce,Fashion,2428,2316.92,C03765,P0478,S001
T002429,2025-12-01,C00706,P0414,S012,5,1684.58,0.0,8422.9,8422.9,1185.31,5926.55,2496.35,29.64,Mada,Store,Home & Living,2429,1684.58,C00706,P0414,S012
T002430,2024-02-18,C01276,P0441,S013,3,508.91,76.34,1526.73,1450.39,416.77,1250.31,200.08,13.79,Card,Store,Home & Living,2430,508.91,C01276,P0441,S013
T002431,2024-04-16,C00170,P0365,S012,4,3521.53,2112.92,14086.12,11973.2,2427.38,9709.52,2263.68,18.91,Card,Store,Electronics,2431,3521.53,C00170,P0365,S012
T002432,2024-04-02,C02255,P0131,S002,4,2371.28,0.0,9485.12,9485.12,1664.68,6658.72,2826.4,29.8,Card,E-commerce,Grocery,2432,2371.28,C02255,P0131,S002
T002433,2025-09-27,C01358,P0139,S015,2,884.77,176.95,1769.54,1592.59,735.63,1471.26,121.33,7.62,Cash,E-commerce,Beauty,2433,884.77,C01358,P0139,S015
T002434,2024-05-19,C04470,P0123,S002,2,2097.91,0.0,4195.82,4195.82,1715.86,3431.72,764.1,18.21,Card,E-commerce,Home & Living,2434,2097.91,C04470,P0123,S002
T002435,2024-11-09,C03313,P0108,S004,4,516.53,0.0,2066.12,2066.12,370.23,1480.92,585.2,28.32,Mada,Store,Home & Living,2435,516.53,C03313,P0108,S004
T002436,2024-01-11,C02692,P0148,S016,2,1026.76,0.0,2053.52,2053.52,723.63,1447.26,606.26,29.52,Cash,E-commerce,Home & Living,2436,1026.76,C02692,P0148,S016
T002437,2025-03-23,C04415,P0382,S017,5,2069.23,517.31,10346.15,9828.84,1710.59,8552.95,1275.89,12.98,Card,E-commerce,Home Appliances,2437,2069.23,C04415,P0382,S017
T002438,2025-01-29,C00811,P0056,S007,3,4598.13,2758.88,13794.39,11035.51,2891.59,8674.77,2360.74,21.39,Card,Store,Grocery,2438,4598.13,C00811,P0056,S007
T002439,2025-05-19,C00027,P0372,S009,1,2811.25,281.12,2811.25,2530.13,2445.02,2445.02,85.11,3.36,Mada,Store,Home Appliances,2439,2811.25,C00027,P0372,S009
T002440,2025-01-12,C03795,P0169,S013,4,3962.34,1584.94,15849.36,14264.42,2970.08,11880.32,2384.1,16.71,Cash,Store,Home Appliances,2440,3962.34,C03795,P0169,S013
T002441,2024-12-26,C03742,P0388,S016,4,3298.93,0.0,13195.72,13195.72,2471.39,9885.56,3310.16,25.09,Card,Store,Electronics,2441,3298.93,C03742,P0388,S016
T002442,2025-11-13,C00763,P0264,S002,2,2591.35,0.0,5182.7,5182.7,2045.35,4090.7,1092.0,21.07,Cash,Store,Fashion,2442,2591.35,C00763,P0264,S002
T002443,2025-07-01,C04930,P0227,S012,3,3193.38,479.01,9580.14,9101.13,2055.89,6167.67,2933.46,32.23,STC Pay,E-commerce,Beauty,2443,3193.38,C04930,P0227,S012
T002444,2025-10-03,C01123,P0396,S013,5,2952.44,0.0,14762.2,14762.2,2178.53,10892.65,3869.55,26.21,Card,Store,Sports,2444,2952.44,C01123,P0396,S013
T002445,2025-07-26,C00552,P0276,S007,1,3579.2,357.92,3579.2,3221.28,2432.36,2432.36,788.92,24.49,Cash,E-commerce,Electronics,2445,3579.2,C00552,P0276,S007
T002446,2025-07-14,C04467,P0197,S002,4,624.25,0.0,2497.0,2497.0,513.25,2053.0,444.0,17.78,Cash,Store,Sports,2446,624.25,C04467,P0197,S002
T002447,2025-01-30,C02337,P0432,S014,3,3744.04,1684.82,11232.12,9547.3,2486.06,7458.18,2089.12,21.88,Mada,Store,Home Appliances,2447,3744.04,C02337,P0432,S014
T002448,2024-07-04,C04021,P0308,S015,5,2840.14,710.04,14200.7,13490.66,1857.62,9288.1,4202.56,31.15,Card,E-commerce,Beauty,2448,2840.14,C04021,P0308,S015
T002450,2025-06-01,C00102,P0305,S009,3,2054.52,616.36,6163.56,5547.2,1425.17,4275.51,1271.69,22.92,Cash,Store,Beauty,2450,2054.52,C00102,P0305,S009
T002451,2024-10-26,C04417,P0075,S007,4,1563.78,312.76,6255.12,5942.36,1270.41,5081.64,860.72,14.48,STC Pay,Store,Home Appliances,2451,1563.78,C04417,P0075,S007
T002452,2024-06-23,C02193,P0094,S011,2,1110.66,0.0,2221.32,2221.32,906.95,1813.9,407.42,18.34,Card,E-commerce,Sports,2452,1110.66,C02193,P0094,S011
T002453,2025-01-05,C03082,P0441,S015,2,501.77,0.0,1003.54,1003.54,416.77,833.54,170.0,16.94,Apple Pay,Store,Home & Living,2453,501.77,C03082,P0441,S015
T002454,2025-05-23,C02848,P0218,S011,4,344.54,137.82,1378.16,1240.34,274.82,1099.28,141.06,11.37,Apple Pay,Store,Grocery,2454,344.54,C02848,P0218,S011
T002455,2024-07-22,C02236,P0323,S017,2,417.19,41.72,834.38,792.66,258.74,517.48,275.18,34.72,Card,Store,Home & Living,2455,417.19,C02236,P0323,S017
T002456,2025-08-30,C02484,P0164,S003,2,1217.64,121.76,2435.28,2313.52,854.34,1708.68,604.84,26.14,Apple Pay,Store,Sports,2456,1217.64,C02484,P0164,S003
T002457,2024-10-08,C02530,P0266,S010,3,4371.06,1311.32,13113.18,11801.86,2713.1,8139.3,3662.56,31.03,Apple Pay,Store,Sports,2457,4371.06,C02530,P0266,S010
T002458,2025-10-08,C04749,P0224,S013,1,750.12,75.01,750.12,675.11,562.68,562.68,112.43,16.65,Mada,Store,Sports,2458,750.12,C04749,P0224,S013
T002459,2025-02-19,C03482,P0383,S012,2,423.69,127.11,847.38,720.27,279.38,558.76,161.51,22.42,Mada,Store,Electronics,2459,423.69,C03482,P0383,S012
T002460,2024-02-02,C04152,P0010,S003,2,2887.99,577.6,5775.98,5198.38,2410.55,4821.1,377.28,7.26,Apple Pay,Store,Beauty,2460,2887.99,C04152,P0010,S003
T002461,2024-03-22,C00409,P0198,S014,3,987.64,296.29,2962.92,2666.63,697.64,2092.92,573.71,21.51,Card,E-commerce,Electronics,2461,987.64,C00409,P0198,S014
T002462,2025-04-27,C04461,P0444,S009,2,2045.2,204.52,4090.4,3885.88,1496.45,2992.9,892.98,22.98,Mada,Store,Home & Living,2462,2045.2,C04461,P0444,S009
T002463,2024-05-27,C03224,P0410,S020,7,940.21,987.22,6581.47,5594.25,697.52,4882.64,711.61,12.72,STC Pay,Store,Sports,2463,940.21,C03224,P0410,S020
T002464,2025-08-29,C02492,P0462,S018,1,2270.72,113.54,2270.72,2157.18,1641.17,1641.17,516.01,23.92,Mada,Store,Home Appliances,2464,2270.72,C02492,P0462,S018
T002465,2025-05-09,C03259,P0313,S001,3,2940.32,882.1,8820.96,7938.86,1977.81,5933.43,2005.43,25.26,Card,Store,Sports,2465,2940.32,C03259,P0313,S001
T002466,2024-06-18,C00477,P0421,S019,2,2391.52,239.15,4783.04,4543.89,2005.59,4011.18,532.71,11.72,Card,Store,Fashion,2466,2391.52,C00477,P0421,S019
T002467,2025-12-23,C04951,P0449,S002,2,1397.22,279.44,2794.44,2515.0,1072.69,2145.38,369.62,14.7,Unknown,Store,Home & Living,2467,1397.22,C04951,P0449,S002
T002468,2025-12-03,C02102,P0115,S006,2,1897.48,379.5,3794.96,3415.46,1377.86,2755.72,659.74,19.32,Card,E-commerce,Beauty,2468,1897.48,C02102,P0115,S006
T002469,2024-01-07,C04391,P0368,S013,1,1618.75,0.0,1618.75,1618.75,1177.9,1177.9,440.85,27.23,Mada,E-commerce,Home Appliances,2469,1618.75,C04391,P0368,S013
T002470,2025-01-14,C03705,P0006,S013,2,1976.1,0.0,3952.2,3952.2,1711.75,3423.5,528.7,13.38,Apple Pay,E-commerce,Home Appliances,2470,1976.1,C03705,P0006,S013
T002471,2025-03-09,C01206,P0353,S002,4,4235.48,1694.19,16941.92,15247.73,2919.83,11679.32,3568.41,23.4,Mada,Store,Electronics,2471,4235.48,C01206,P0353,S002
T002472,2024-02-03,C03345,P0133,S004,4,491.63,0.0,1966.52,1966.52,426.39,1705.56,260.96,13.27,Card,Store,Beauty,2472,491.63,C03345,P0133,S004
T002473,2025-07-16,C02907,P0284,S017,1,2819.97,423.0,2819.97,2396.97,2046.82,2046.82,350.15,14.61,Card,Store,Beauty,2473,2819.97,C02907,P0284,S017
T002474,2025-09-23,C02611,P0444,S008,2,1917.04,0.0,3834.08,3834.08,1496.45,2992.9,841.18,21.94,Card,Store,Home & Living,2474,1917.04,C02611,P0444,S008
T002475,2024-05-17,C00601,P0074,S001,3,4132.23,619.83,12396.69,11776.86,2865.5,8596.5,3180.36,27.01,Apple Pay,Store,Fashion,2475,4132.23,C00601,P0074,S001
T002476,2025-01-01,C01015,P0282,S001,2,2522.52,0.0,5045.04,5045.04,1573.36,3146.72,1898.32,37.63,STC Pay,Store,Beauty,2476,2522.52,C01015,P0282,S001
T002477,2024-04-15,C00960,P0294,S007,3,220.36,0.0,661.08,661.08,192.6,577.8,83.28,12.6,Cash,E-commerce,Fashion,2477,220.36,C00960,P0294,S007
T002478,2024-02-01,C04956,P0463,S006,2,3303.98,330.4,6607.96,6277.56,2190.9,4381.8,1895.76,30.2,STC Pay,Store,Home & Living,2478,3303.98,C04956,P0463,S006
T002479,2025-09-27,C00096,P0209,S002,2,2259.36,451.87,4518.72,4066.85,1612.68,3225.36,841.49,20.69,Mada,Store,Sports,2479,2259.36,C00096,P0209,S002
T002480,2025-11-12,C04163,P0186,S003,3,3021.66,1359.75,9064.98,7705.23,2467.35,7402.05,303.18,3.93,Card,E-commerce,Fashion,2480,3021.66,C04163,P0186,S003
T002481,2025-06-07,C02755,P0173,S005,1,3305.41,495.81,3305.41,2809.6,2816.25,2816.25,-6.65,-0.24,Apple Pay,Store,Home & Living,2481,3305.41,C02755,P0173,S005
T002482,2024-06-16,C02472,P0354,S015,2,1436.44,287.29,2872.88,2585.59,1041.11,2082.22,503.37,19.47,Card,E-commerce,Sports,2482,1436.44,C02472,P0354,S015
T002483,2024-03-18,C00231,P0386,S018,2,1812.05,0.0,3624.1,3624.1,1244.86,2489.72,1134.38,31.3,Cash,Store,Fashion,2483,1812.05,C00231,P0386,S018
T002484,2025-06-29,C02721,P0399,S016,3,2484.92,0.0,7454.76,7454.76,2015.42,6046.26,1408.5,18.89,Mada,Store,Beauty,2484,2484.92,C02721,P0399,S016
T002485,2024-07-27,C00384,P0016,S011,3,4576.63,0.0,13729.89,13729.89,2915.7,8747.1,4982.79,36.29,Card,Store,Electronics,2485,4576.63,C00384,P0016,S011
T002486,2025-02-14,C03009,P0439,S015,1,1029.6,102.96,1029.6,926.64,745.56,745.56,181.08,19.54,Apple Pay,E-commerce,Electronics,2486,1029.6,C03009,P0439,S015
T002487,2024-01-08,C02941,P0017,S014,2,3117.23,311.72,6234.46,5922.74,2317.48,4634.96,1287.78,21.74,Card,Store,Home Appliances,2487,3117.23,C02941,P0017,S014
T002488,2024-08-14,C03917,P0128,S020,5,2371.27,1778.45,11856.35,10077.9,1826.4,9132.0,945.9,9.39,Mada,Store,Electronics,2488,2371.27,C03917,P0128,S020
T002489,2024-06-23,C03987,P0220,S012,1,1495.04,0.0,1495.04,1495.04,1020.88,1020.88,474.16,31.72,Card,Store,Electronics,2489,1495.04,C03987,P0220,S012
T002490,2024-03-21,C02797,P0257,S002,1,792.39,0.0,792.39,792.39,572.71,572.71,219.68,27.72,Card,Store,Electronics,2490,792.39,C02797,P0257,S002
T002491,2024-02-26,C01190,P0357,S010,4,800.81,0.0,3203.24,3203.24,547.91,2191.64,1011.6,31.58,Card,Store,Home Appliances,2491,800.81,C01190,P0357,S010
T002492,2024-05-14,C04466,P0342,S014,3,1509.82,226.47,4529.46,4302.99,989.07,2967.21,1335.78,31.04,Cash,Store,Electronics,2492,1509.82,C04466,P0342,S014
T002493,2024-08-25,C00774,P0418,S002,2,2793.83,0.0,5587.66,5587.66,1930.1,3860.2,1727.46,30.92,Mada,E-commerce,Grocery,2493,2793.83,C00774,P0418,S002
T002494,2025-04-16,C00153,P0227,S013,4,3191.99,1915.19,12767.96,10852.77,2055.89,8223.56,2629.21,24.23,Card,Store,Beauty,2494,3191.99,C00153,P0227,S013
T002495,2024-08-04,C01829,P0055,S009,4,1353.97,812.38,5415.88,4603.5,1123.07,4492.28,111.22,2.42,STC Pay,E-commerce,Sports,2495,1353.97,C01829,P0055,S009
T002496,2024-01-26,C00266,P0010,S019,4,2762.46,552.49,11049.84,10497.35,2410.55,9642.2,855.15,8.15,Cash,Store,Beauty,2496,2762.46,C00266,P0010,S019
T002497,2024-07-05,C03512,P0428,S019,4,2512.9,2010.32,10051.6,8041.28,2082.64,8330.56,-289.28,-3.6,Card,Store,Sports,2497,2512.9,C03512,P0428,S019
T002498,2025-09-21,C03356,P0455,S014,3,4104.4,0.0,12313.2,12313.2,2880.28,8640.84,3672.36,29.82,Card,Store,Sports,2498,4104.4,C03356,P0455,S014
T002499,2025-12-09,C03032,P0306,S004,2,357.14,0.0,714.28,714.28,291.67,583.34,130.94,18.33,Cash,Store,Sports,2499,357.14,C03032,P0306,S004
T002500,2024-04-25,C01195,P0331,S006,3,2126.67,319.0,6380.01,6061.01,1398.62,4195.86,1865.15,30.77,Card,E-commerce,Home & Living,2500,2126.67,C01195,P0331,S006
T002501,2025-09-05,C01404,P0111,S008,1,4385.18,0.0,4385.18,4385.18,2775.44,2775.44,1609.74,36.71,Card,E-commerce,Beauty,2501,4385.18,C01404,P0111,S008
T002502,2024-06-11,C01757,P0255,S020,2,2792.8,279.28,5585.6,5306.32,1885.16,3770.32,1536.0,28.95,Mada,Store,Home & Living,2502,2792.8,C01757,P0255,S020
T002503,2025-02-17,C00936,P0153,S009,4,1185.36,474.14,4741.44,4267.3,995.94,3983.76,283.54,6.64,Card,Store,Grocery,2503,1185.36,C00936,P0153,S009
T002504,2024-06-26,C03731,P0378,S014,3,2266.11,339.92,6798.33,6458.41,1578.79,4736.37,1722.04,26.66,Apple Pay,Store,Sports,2504,2266.11,C03731,P0378,S014
T002505,2024-10-06,C00134,P0438,S003,2,426.65,42.66,853.3,810.64,312.29,624.58,186.06,22.95,Apple Pay,Store,Home & Living,2505,426.65,C00134,P0438,S003
T002506,2024-07-30,C04492,P0236,S012,1,2175.64,108.78,2175.64,2066.86,1438.63,1438.63,628.23,30.4,STC Pay,Store,Fashion,2506,2175.64,C04492,P0236,S012
T002507,2024-02-23,C02677,P0137,S016,3,3986.59,597.99,11959.77,11361.78,2781.23,8343.69,3018.09,26.56,STC Pay,Store,Home Appliances,2507,3986.59,C02677,P0137,S016
T002508,2024-03-07,C04040,P0292,S010,2,800.28,0.0,1600.56,1600.56,537.79,1075.58,524.98,32.8,Cash,Store,Home Appliances,2508,800.28,C04040,P0292,S010
T002509,2025-06-27,C00494,P0464,S006,7,2805.01,981.75,19635.07,18653.32,2264.5,15851.5,2801.82,15.02,Mada,Store,Beauty,2509,2805.01,C00494,P0464,S006
T002510,2025-06-03,C01476,P0308,S016,2,2774.55,1109.82,5549.1,4439.28,1857.62,3715.24,724.04,16.31,STC Pay,E-commerce,Beauty,2510,2774.55,C01476,P0308,S016
T002511,2025-05-13,C01865,P0486,S013,2,1331.68,0.0,2663.36,2663.36,998.01,1996.02,667.34,25.06,Mada,Store,Beauty,2511,1331.68,C01865,P0486,S013
T002512,2025-03-06,C04434,P0467,S003,4,3342.15,0.0,13368.6,13368.6,2235.4,8941.6,4427.0,33.11,Mada,Store,Beauty,2512,3342.15,C04434,P0467,S003
T002513,2025-12-27,C02851,P0474,S012,3,3822.5,573.38,11467.5,10894.12,2523.09,7569.27,3324.85,30.52,Apple Pay,Store,Home & Living,2513,3822.5,C02851,P0474,S012
T002514,2024-02-15,C04963,P0203,S008,2,149.88,14.99,299.76,284.77,120.96,241.92,42.85,15.05,Card,Store,Home Appliances,2514,149.88,C04963,P0203,S008
T002515,2025-08-14,C04832,P0269,S013,2,210.91,63.27,421.82,358.55,129.46,258.92,99.63,27.79,Cash,Store,Electronics,2515,210.91,C04832,P0269,S013
T002516,2024-02-04,C02837,P0217,S014,1,1551.98,0.0,1551.98,1551.98,1231.05,1231.05,320.93,20.68,Mada,E-commerce,Home Appliances,2516,1551.98,C02837,P0217,S014
T002517,2024-07-07,C02999,P0317,S012,3,1815.91,1089.55,5447.73,4358.18,1562.78,4688.34,-330.16,-7.58,Card,Store,Grocery,2517,1815.91,C02999,P0317,S012
T002518,2024-03-29,C01164,P0100,S009,3,2444.1,366.62,7332.3,6965.68,1646.83,4940.49,2025.19,29.07,Mada,E-commerce,Home Appliances,2518,2444.1,C01164,P0100,S009
T002519,2024-11-30,C01182,P0249,S019,5,1481.56,0.0,7407.8,7407.8,906.1,4530.5,2877.3,38.84,Mada,Store,Home Appliances,2519,1481.56,C01182,P0249,S019
T002520,2024-05-15,C00054,P0275,S015,4,1614.05,0.0,6456.2,6456.2,1440.5,5762.0,694.2,10.75,Apple Pay,E-commerce,Electronics,2520,1614.05,C00054,P0275,S015
T002521,2025-06-29,C03989,P0083,S001,3,1672.32,0.0,5016.96,5016.96,1176.75,3530.25,1486.71,29.63,Card,Store,Home & Living,2521,1672.32,C03989,P0083,S001
T002523,2024-06-20,C00040,P0317,S014,2,1865.99,0.0,3731.98,3731.98,1562.78,3125.56,606.42,16.25,Card,Store,Grocery,2523,1865.99,C00040,P0317,S014
T002524,2024-12-04,C01925,P0368,S008,2,1624.05,0.0,3248.1,3248.1,1177.9,2355.8,892.3,27.47,Mada,Store,Home Appliances,2524,1624.05,C01925,P0368,S008
T002525,2025-07-08,C03515,P0494,S009,2,891.4,0.0,1782.8,1782.8,692.11,1384.22,398.58,22.36,Card,Store,Fashion,2525,891.4,C03515,P0494,S009
T002526,2025-06-08,C01964,P0201,S008,4,1979.01,395.8,7916.04,7520.24,1407.79,5631.16,1889.08,25.12,Mada,Store,Beauty,2526,1979.01,C01964,P0201,S008
T002527,2024-06-22,C03081,P0093,S014,2,3820.85,0.0,7641.7,7641.7,2709.61,5419.22,2222.48,29.08,Apple Pay,Store,Electronics,2527,3820.85,C03081,P0093,S014
T002528,2025-09-28,C00678,P0482,S004,4,2549.79,509.96,10199.16,9689.2,2114.77,8459.08,1230.12,12.7,Card,Store,Sports,2528,2549.79,C00678,P0482,S004
T002529,2024-11-27,C02149,P0375,S014,2,2124.26,424.85,4248.52,3823.67,1303.97,2607.94,1215.73,31.79,Card,Store,Beauty,2529,2124.26,C02149,P0375,S014
T002531,2024-12-08,C03085,P0153,S011,3,1226.74,0.0,3680.22,3680.22,995.94,2987.82,692.4,18.81,Cash,E-commerce,Grocery,2531,1226.74,C03085,P0153,S011
T002532,2024-04-13,C01997,P0063,S011,4,295.04,0.0,1180.16,1180.16,231.4,925.6,254.56,21.57,Mada,Store,Electronics,2532,295.04,C01997,P0063,S011
T002533,2025-10-03,C04451,P0435,S012,6,1483.56,0.0,8901.36,8901.36,984.03,5904.18,2997.18,33.67,Mada,E-commerce,Home Appliances,2533,1483.56,C04451,P0435,S012
T002534,2024-02-09,C01984,P0476,S013,3,1438.18,0.0,4314.54,4314.54,930.7,2792.1,1522.44,35.29,Cash,Store,Sports,2534,1438.18,C01984,P0476,S013
T002535,2024-01-23,C02640,P0093,S016,3,3822.38,0.0,11467.14,11467.14,2709.61,8128.83,3338.31,29.11,Mada,Store,Electronics,2535,3822.38,C02640,P0093,S016
