transaction_id,transaction_date,customer_id,product_id,store_id,quantity,unit_price,discount_amount,gross_sales,net_sales,unit_cost,cost_amount,profit_amount,gross_margin_pct,payment_method,sales_channel
T030390,2024-10-27,C01293,P0369,S004,3,834.27,0.0,2502.81,2502.81,697.26,2091.78,411.03,16.42,Mada,E-commerce
T030391,2025-03-17,C04019,P0005,S006,5,866.82,216.71,4334.1,4117.39,563.06,2815.3,1302.09,31.62,Apple Pay,E-commerce
T030392,2025-05-16,C03615,P0087,S001,2,1756.64,0.0,3513.28,3513.28,1168.48,2336.96,1176.32,33.48,Mada,Store
T030393,2025-08-07,C01853,P0412,S013,3,1286.05,192.91,3858.15,3665.24,853.52,2560.56,1104.68,30.14,Mada,Store
T030394,2025-08-16,C03861,P0039,S003,3,584.7,0.0,1754.1,1754.1,358.15,1074.45,679.65,38.75,Apple Pay,E-commerce
T030395,2025-01-19,C04554,P0165,S014,3,2748.97,1237.04,8246.91,7009.87,2138.64,6415.92,593.95,8.47,Card,E-commerce
T030396,2025-06-06,C01932,P0125,S002,7,2460.26,861.09,17221.82,16360.73,1612.35,11286.45,5074.28,31.01,Card,Store
T030397,2025-05-16,C03673,P0159,S006,4,961.26,576.76,3845.04,3268.28,752.95,3011.8,256.48,7.85,STC Pay,Store
T030398,2024-09-05,C02683,P0468,S011,4,3198.58,0.0,12794.32,12794.32,2072.88,8291.52,4502.8,35.19,Mada,Store
T030399,2025-11-02,C00267,P0091,S004,4,493.01,197.2,1972.04,1774.84,400.52,1602.08,172.76,9.73,Card,Store
T030400,2025-09-10,C03532,P0337,S007,2,3196.4,0.0,6392.8,6392.8,2332.48,4664.96,1727.84,27.03,Card,Store
T030401,2024-03-31,C03949,P0181,S020,1,2274.92,113.75,2274.92,2161.17,1637.69,1637.69,523.48,24.22,Apple Pay,Store
T030402,2025-12-16,C03745,P0403,S018,4,2771.62,0.0,11086.48,11086.48,1695.64,6782.56,4303.92,38.82,Apple Pay,E-commerce
T030403,2025-01-28,C00668,P0213,S015,1,813.58,81.36,813.58,732.22,681.48,681.48,50.74,6.93,Card,Store
T030404,2024-12-23,C03911,P0310,S013,4,1682.6,673.04,6730.4,6057.36,1484.95,5939.8,117.56,1.94,Card,Store
T030405,2024-05-28,C02266,P0023,S013,2,3643.21,364.32,7286.42,6922.1,2690.35,5380.7,1541.4,22.27,Mada,Store
T030406,2025-04-19,C04259,P0435,S019,2,1548.0,464.4,3096.0,2631.6,984.03,1968.06,663.54,25.21,STC Pay,Store
T030407,2025-11-08,C04882,P0135,S002,3,2255.26,1014.87,6765.78,5750.91,1651.39,4954.17,796.74,13.85,Cash,Store
T030408,2025-09-19,C04231,P0145,S019,4,391.1,78.22,1564.4,1486.18,295.03,1180.12,306.06,20.59,Cash,Store
T030409,2025-03-17,C00387,P0077,S016,3,3732.57,1119.77,11197.71,10077.94,2569.27,7707.81,2370.13,23.52,Card,Store
T030410,2024-01-08,C01862,P0486,S013,3,1291.97,193.8,3875.91,3682.11,998.01,2994.03,688.08,18.69,Apple Pay,E-commerce
T030411,2024-08-16,C02394,P0471,S013,2,1754.78,175.48,3509.56,3334.08,1216.45,2432.9,901.18,27.03,Card,E-commerce
T030412,2024-03-10,C04204,P0020,S015,3,793.98,119.1,2381.94,2262.84,701.82,2105.46,157.38,6.95,Apple Pay,Store
T030413,2025-12-03,C01148,P0351,S004,1,2521.0,126.05,2521.0,2394.95,1762.32,1762.32,632.63,26.42,Mada,Store
T030414,2025-11-04,C02712,P0335,S008,2,1151.23,115.12,2302.46,2187.34,844.95,1689.9,497.44,22.74,Cash,Store
T030415,2025-11-19,C01427,P0323,S014,5,400.15,0.0,2000.75,2000.75,258.74,1293.7,707.05,35.34,STC Pay,E-commerce
T030416,2024-02-09,C01328,P0215,S012,2,3249.87,0.0,6499.74,6499.74,2168.02,4336.04,2163.7,33.29,Card,Store
T030417,2024-01-29,C04216,P0062,S001,2,3715.9,0.0,7431.8,7431.8,2741.46,5482.92,1948.88,26.22,Mada,Store
T030418,2025-06-04,C01743,P0465,S005,2,585.47,0.0,1170.94,1170.94,412.55,825.1,345.84,29.54,Card,Store
T030419,2024-10-03,C02547,P0213,S014,5,892.31,0.0,4461.55,4461.55,681.48,3407.4,1054.15,23.63,Card,E-commerce
T030420,2024-10-14,C02110,P0050,S020,2,396.77,0.0,793.54,793.54,299.15,598.3,195.24,24.6,Card,E-commerce
T030421,2025-08-06,C03170,P0290,S003,3,1001.29,0.0,3003.87,3003.87,864.36,2593.08,410.79,13.68,Cash,Store
T030422,2024-07-01,C04757,P0079,S009,1,261.14,0.0,261.14,261.14,163.22,163.22,97.92,37.5,Apple Pay,Store
T030423,2025-06-05,C04614,P0078,S015,2,2002.79,600.84,4005.58,3404.74,1485.02,2970.04,434.7,12.77,Cash,Store
T030424,2025-11-19,C01246,P0326,S002,3,2120.33,636.1,6360.99,5724.89,1448.25,4344.75,1380.14,24.11,Card,Store
T030425,2025-08-21,C02624,P0314,S016,2,1767.33,0.0,3534.66,3534.66,1451.91,2903.82,630.84,17.85,Cash,Store
T030426,2024-03-24,C00832,P0095,S016,2,3373.56,0.0,6747.12,6747.12,2718.04,5436.08,1311.04,19.43,Card,Store
T030427,2025-01-31,C04854,P0443,S020,1,214.08,10.7,214.08,203.38,134.51,134.51,68.87,33.86,Cash,Store
T030428,2024-03-26,C03583,P0168,S017,3,1548.69,464.61,4646.07,4181.46,1120.31,3360.93,820.53,19.62,STC Pay,Store
T030429,2024-10-23,C03002,P0050,S015,3,398.6,119.58,1195.8,1076.22,299.15,897.45,178.77,16.61,Mada,E-commerce
T030430,2025-12-19,C01888,P0327,S012,3,1306.08,0.0,3918.24,3918.24,1023.95,3071.85,846.39,21.6,Card,Store
T030431,2024-10-13,C02240,P0011,S009,3,701.28,0.0,2103.84,2103.84,612.17,1836.51,267.33,12.71,Cash,Store
T030432,2024-04-18,C02607,P0209,S020,4,2307.38,1845.9,9229.52,7383.62,1612.68,6450.72,932.9,12.63,Mada,Store
T030433,2025-06-27,C00206,P0108,S007,2,511.4,0.0,1022.8,1022.8,370.23,740.46,282.34,27.6,Cash,E-commerce
T030434,2024-01-13,C01492,P0163,S012,3,3177.27,953.18,9531.81,8578.63,2012.56,6037.68,2540.95,29.62,Cash,Store
T030435,2025-01-11,C01410,P0466,S016,3,3719.45,557.92,11158.35,10600.43,2525.3,7575.9,3024.53,28.53,Cash,Store
T030436,2025-02-12,C02487,P0304,S018,2,921.86,184.37,1843.72,1659.35,617.07,1234.14,425.21,25.63,Card,Store
T030437,2025-12-25,C01327,P0134,S013,2,2573.13,257.31,5146.26,4888.95,1917.2,3834.4,1054.55,21.57,Card,Store
T030438,2025-09-21,C03391,P0298,S017,3,1743.1,0.0,5229.3,5229.3,1348.79,4046.37,1182.93,22.62,Card,E-commerce
T030439,2025-09-09,C01245,P0482,S011,5,2505.99,0.0,12529.95,12529.95,2114.77,10573.85,1956.1,15.61,Apple Pay,Store
T030440,2024-01-15,C02521,P0353,S009,3,4087.91,0.0,12263.73,12263.73,2919.83,8759.49,3504.24,28.57,Apple Pay,Store
T030441,2025-12-25,C00124,P0352,S019,3,3362.06,504.31,10086.18,9581.87,2896.05,8688.15,893.72,9.33,Card,Store
T030442,2024-07-06,C03425,P0032,S011,5,1055.07,263.77,5275.35,5011.58,741.32,3706.6,1304.98,26.04,Card,Store
T030443,2024-08-21,C02206,P0004,S010,5,2914.52,0.0,14572.6,14572.6,1837.79,9188.95,5383.65,36.94,Card,Store
T030444,2025-04-02,C00524,P0296,S005,1,2278.95,113.95,2278.95,2165.0,1791.3,1791.3,373.7,17.26,STC Pay,E-commerce
T030445,2025-12-25,C02591,P0311,S004,5,2276.52,0.0,11382.6,11382.6,1778.99,8894.95,2487.65,21.85,Mada,E-commerce
T030446,2024-05-24,C02818,P0015,S018,5,2963.79,1481.9,14818.95,13337.05,1919.92,9599.6,3737.45,28.02,Card,Store
T030447,2025-05-31,C00708,P0384,S005,5,3017.59,2263.19,15087.95,12824.76,1906.79,9533.95,3290.81,25.66,Mada,E-commerce
T030448,2024-05-20,C03544,P0312,S010,1,301.66,0.0,301.66,301.66,235.89,235.89,65.77,21.8,Apple Pay,Store
T030449,2025-06-16,C02349,P0395,S004,1,84.56,4.23,84.56,80.33,67.15,67.15,13.18,16.41,STC Pay,Store
T030450,2025-09-20,C02943,P0434,S009,2,1147.64,114.76,2295.28,2180.52,794.24,1588.48,592.04,27.15,Apple Pay,Store
T030451,2024-04-24,C03557,P0442,S012,3,2847.6,427.14,8542.8,8115.66,2430.47,7291.41,824.25,10.16,Mada,Store
T030452,2024-02-13,C02016,P0305,S018,3,1902.29,285.34,5706.87,5421.53,1425.17,4275.51,1146.02,21.14,Cash,Store
T030453,2024-07-22,C02226,P0451,S001,3,472.06,0.0,1416.18,1416.18,313.22,939.66,476.52,33.65,Card,E-commerce
T030454,2025-04-17,C04863,P0483,S007,3,1219.89,0.0,3659.67,3659.67,824.07,2472.21,1187.46,32.45,Mada,Store
T030455,2024-11-04,C00620,P0166,S012,4,499.13,199.65,1996.52,1796.87,362.21,1448.84,348.03,19.37,Card,E-commerce
T030456,2024-11-17,C02695,P0418,S001,2,3005.35,300.54,6010.7,5710.16,1930.1,3860.2,1849.96,32.4,Card,Store
T030457,2025-02-08,C04471,P0455,S003,5,3763.9,940.98,18819.5,17878.52,2880.28,14401.4,3477.12,19.45,Cash,Store
T030458,2024-12-26,C04944,P0168,S018,3,1443.31,865.99,4329.93,3463.94,1120.31,3360.93,103.01,2.97,Apple Pay,Store
T030459,2024-05-05,C01260,P0150,S003,3,3596.16,1618.27,10788.48,9170.21,2687.72,8063.16,1107.05,12.07,Mada,Store
T030460,2024-04-29,C03872,P0395,S005,4,86.76,0.0,347.04,347.04,67.15,268.6,78.44,22.6,Mada,E-commerce
T030461,2024-08-01,C03025,P0426,S010,1,2489.46,248.95,2489.46,2240.51,1866.1,1866.1,374.41,16.71,Card,Store
T030462,2024-11-06,C00191,P0170,S020,3,493.59,0.0,1480.77,1480.77,433.7,1301.1,179.67,12.13,Apple Pay,Store
T030463,2025-10-03,C04207,P0156,S017,2,2170.73,434.15,4341.46,3907.31,1702.09,3404.18,503.13,12.88,Card,E-commerce
T030464,2025-08-28,C00684,P0185,S012,4,2881.12,2304.9,11524.48,9219.58,2147.91,8591.64,627.94,6.81,Apple Pay,E-commerce
T030465,2024-03-05,C01832,P0030,S007,1,3892.61,0.0,3892.61,3892.61,2930.31,2930.31,962.3,24.72,Cash,Store
T030466,2024-12-31,C00872,P0196,S019,4,3791.57,1516.63,15166.28,13649.65,2778.19,11112.76,2536.89,18.59,Mada,Store
T030467,2024-07-23,C04360,P0071,S003,4,294.35,176.61,1177.4,1000.79,253.8,1015.2,-14.41,-1.44,Apple Pay,E-commerce
T030468,2024-07-05,C02903,P0472,S014,4,3434.94,0.0,13739.76,13739.76,2232.2,8928.8,4810.96,35.01,Card,E-commerce
T030469,2025-12-24,C03949,P0084,S009,3,3819.45,0.0,11458.35,11458.35,2825.57,8476.71,2981.64,26.02,Apple Pay,Store
T030470,2025-12-03,C00080,P0313,S013,5,2840.72,0.0,14203.6,14203.6,1977.81,9889.05,4314.55,30.38,STC Pay,E-commerce
T030471,2024-09-17,C00233,P0111,S011,3,4322.85,1296.86,12968.55,11671.69,2775.44,8326.32,3345.37,28.66,Cash,Store
T030472,2024-03-30,C04772,P0417,S016,4,776.11,310.44,3104.44,2794.0,537.1,2148.4,645.6,23.11,Cash,E-commerce
T030473,2025-01-27,C00685,P0028,S016,4,4613.02,1845.21,18452.08,16606.87,2915.91,11663.64,4943.23,29.77,Mada,E-commerce
T030474,2024-05-29,C01577,P0240,S013,2,2877.82,0.0,5755.64,5755.64,2190.0,4380.0,1375.64,23.9,Cash,Store
T030475,2025-02-15,C03834,P0111,S006,6,4516.07,1354.82,27096.42,25741.6,2775.44,16652.64,9088.96,35.31,Card,Store
T030476,2025-03-19,C04813,P0191,S004,2,2278.67,0.0,4557.34,4557.34,1396.78,2793.56,1763.78,38.7,Cash,E-commerce
T030477,2024-05-19,C04401,P0370,S009,2,2889.27,577.85,5778.54,5200.69,1934.88,3869.76,1330.93,25.59,Mada,Store
T030478,2024-10-19,C02010,P0160,S001,2,2982.63,0.0,5965.26,5965.26,2530.1,5060.2,905.06,15.17,Mada,Store
T030479,2025-04-10,C02672,P0299,S006,4,1648.68,659.47,6594.72,5935.25,1365.13,5460.52,474.73,8.0,Apple Pay,E-commerce
T030480,2025-09-22,C01742,P0195,S005,3,1322.93,0.0,3968.79,3968.79,1135.82,3407.46,561.33,14.14,Mada,E-commerce
T030481,2024-09-03,C00283,P0343,S014,2,1065.74,106.57,2131.48,2024.91,719.33,1438.66,586.25,28.95,Mada,Store
T030482,2024-04-07,C02641,P0400,S010,4,2585.16,0.0,10340.64,10340.64,1786.58,7146.32,3194.32,30.89,STC Pay,E-commerce
T030483,2024-06-18,C03624,P0017,S015,5,3228.1,1614.05,16140.5,14526.45,2317.48,11587.4,2939.05,20.23,Mada,E-commerce
T030484,2024-11-05,C01691,P0125,S010,2,2368.64,473.73,4737.28,4263.55,1612.35,3224.7,1038.85,24.37,Card,Store
T030485,2025-03-01,C02507,P0051,S005,3,1858.92,278.84,5576.76,5297.92,1191.43,3574.29,1723.63,32.53,Apple Pay,E-commerce
T030486,2024-03-07,C01958,P0439,S019,4,1113.53,0.0,4454.12,4454.12,745.56,2982.24,1471.88,33.05,Cash,E-commerce
T030487,2024-02-25,C03258,P0005,S019,1,866.62,43.33,866.62,823.29,563.06,563.06,260.23,31.61,Cash,Store
T030488,2025-07-11,C01779,P0491,S017,4,1467.56,0.0,5870.24,5870.24,1099.46,4397.84,1472.4,25.08,Mada,Store
T030489,2025-05-31,C02327,P0383,S013,3,435.36,0.0,1306.08,1306.08,279.38,838.14,467.94,35.83,Apple Pay,E-commerce
T030490,2025-07-21,C00939,P0158,S013,3,3314.7,0.0,9944.1,9944.1,2802.4,8407.2,1536.9,15.46,Card,E-commerce
T030491,2024-05-30,C04391,P0017,S010,4,3311.99,662.4,13247.96,12585.56,2317.48,9269.92,3315.64,26.34,Cash,Store
T030492,2024-11-13,C03677,P0097,S013,3,1122.34,0.0,3367.02,3367.02,893.77,2681.31,685.71,20.37,Apple Pay,E-commerce
T030493,2024-05-20,C00663,P0123,S013,4,1971.92,788.77,7887.68,7098.91,1715.86,6863.44,235.47,3.32,Card,E-commerce
T030494,2024-11-10,C03582,P0449,S019,6,1328.52,797.11,7971.12,7174.01,1072.69,6436.14,737.87,10.29,Apple Pay,Store
T030495,2024-01-06,C01012,P0202,S005,2,1721.27,344.25,3442.54,3098.29,1368.27,2736.54,361.75,11.68,STC Pay,Store
T030496,2024-07-07,C00869,P0486,S020,4,1372.5,274.5,5490.0,5215.5,998.01,3992.04,1223.46,23.46,Apple Pay,Store
T030497,2024-11-12,C03526,P0490,S003,4,3661.76,0.0,14647.04,14647.04,2225.16,8900.64,5746.4,39.23,Apple Pay,Store
T030498,2025-12-31,C02640,P0119,S014,4,3866.2,773.24,15464.8,14691.56,2822.78,11291.12,3400.44,23.15,Mada,Store
T030499,2025-11-15,C01363,P0196,S003,1,3650.68,0.0,3650.68,3650.68,2778.19,2778.19,872.49,23.9,Mada,Store
T030500,2025-08-27,C01514,P0370,S006,3,2766.99,0.0,8300.97,8300.97,1934.88,5804.64,2496.33,30.07,Card,Store
T030501,2025-06-07,C03070,P0044,S001,2,2356.35,471.27,4712.7,4241.43,1933.25,3866.5,374.93,8.84,Mada,Store
T030502,2024-06-11,C01311,P0456,S016,1,527.42,52.74,527.42,474.68,393.2,393.2,81.48,17.17,Card,Store
T030503,2025-01-02,C04140,P0049,S007,5,2912.94,1456.47,14564.7,13108.23,1955.91,9779.55,3328.68,25.39,Card,Store
T030504,2025-05-31,C00333,P0077,S009,2,3947.68,0.0,7895.36,7895.36,2569.27,5138.54,2756.82,34.92,Apple Pay,Store
T030505,2024-03-06,C01313,P0483,S002,2,1193.61,0.0,2387.22,2387.22,824.07,1648.14,739.08,30.96,Card,Store
T030506,2025-12-15,C02001,P0222,S018,3,3257.18,1954.31,9771.54,7817.23,2585.98,7757.94,59.29,0.76,Apple Pay,Store
T030507,2024-11-19,C02336,P0172,S019,5,3050.32,762.58,15251.6,14489.02,2243.0,11215.0,3274.02,22.6,Mada,Store
T030508,2024-07-11,C03887,P0164,S020,1,1249.24,62.46,1249.24,1186.78,854.34,854.34,332.44,28.01,Apple Pay,Store
T030509,2024-12-30,C00404,P0083,S007,3,1762.2,264.33,5286.6,5022.27,1176.75,3530.25,1492.02,29.71,Card,Store
T030510,2025-01-04,C00659,P0387,S005,4,2028.59,405.72,8114.36,7708.64,1678.78,6715.12,993.52,12.89,Cash,E-commerce
T030511,2024-12-01,C00850,P0209,S007,1,2103.13,0.0,2103.13,2103.13,1612.68,1612.68,490.45,23.32,Card,Store
T030512,2025-07-31,C02464,P0167,S018,2,646.52,258.61,1293.04,1034.43,480.0,960.0,74.43,7.2,Card,E-commerce
T030513,2025-11-11,C00412,P0467,S013,3,3034.8,1820.88,9104.4,7283.52,2235.4,6706.2,577.32,7.93,Mada,Store
T030514,2025-10-28,C02184,P0136,S013,1,2994.36,0.0,2994.36,2994.36,1873.82,1873.82,1120.54,37.42,Card,E-commerce
T030515,2025-08-10,C00963,P0012,S015,6,3215.6,964.68,19293.6,18328.92,2139.8,12838.8,5490.12,29.95,Apple Pay,Store
T030516,2024-05-12,C02069,P0095,S019,3,3166.74,0.0,9500.22,9500.22,2718.04,8154.12,1346.1,14.17,Mada,Store
T030517,2024-05-20,C00210,P0162,S006,2,3764.44,376.44,7528.88,7152.44,2599.21,5198.42,1954.02,27.32,Mada,E-commerce
T030518,2024-12-01,C01248,P0029,S001,2,1224.86,0.0,2449.72,2449.72,916.62,1833.24,616.48,25.17,STC Pay,E-commerce
T030519,2025-05-13,C03861,P0449,S013,1,1440.47,72.02,1440.47,1368.45,1072.69,1072.69,295.76,21.61,Card,E-commerce
T030520,2025-10-10,C03297,P0444,S006,1,2060.31,0.0,2060.31,2060.31,1496.45,1496.45,563.86,27.37,Apple Pay,Store
T030521,2024-06-24,C01245,P0270,S014,6,2303.07,0.0,13818.42,13818.42,1896.74,11380.44,2437.98,17.64,Apple Pay,Store
T030522,2024-02-05,C04051,P0113,S008,3,1402.88,210.43,4208.64,3998.21,897.59,2692.77,1305.44,32.65,Mada,E-commerce
T030523,2024-05-22,C04754,P0073,S017,1,2332.23,116.61,2332.23,2215.62,1656.7,1656.7,558.92,25.23,Mada,E-commerce
T030524,2025-10-10,C01013,P0331,S020,5,2224.81,0.0,11124.05,11124.05,1398.62,6993.1,4130.95,37.14,Apple Pay,Store
T030525,2025-06-11,C04674,P0170,S020,1,520.77,52.08,520.77,468.69,433.7,433.7,34.99,7.47,Cash,Store
T030526,2025-05-18,C01127,P0352,S007,2,3424.14,0.0,6848.28,6848.28,2896.05,5792.1,1056.18,15.42,Apple Pay,Store
T030527,2024-01-06,C00446,P0074,S014,2,4346.77,0.0,8693.54,8693.54,2865.5,5731.0,2962.54,34.08,Mada,Store
T030528,2025-08-06,C00893,P0119,S005,4,3941.48,2364.89,15765.92,13401.03,2822.78,11291.12,2109.91,15.74,Card,E-commerce
T030529,2025-11-03,C04641,P0133,S010,4,496.67,0.0,1986.68,1986.68,426.39,1705.56,281.12,14.15,Apple Pay,Store
T030530,2024-08-11,C03154,P0262,S004,3,3693.66,1108.1,11080.98,9972.88,2561.41,7684.23,2288.65,22.95,Apple Pay,Store
T030531,2024-12-21,C00901,P0038,S004,3,2282.63,1027.18,6847.89,5820.71,1562.9,4688.7,1132.01,19.45,Cash,E-commerce
T030532,2024-02-05,C02298,P0175,S010,1,3325.2,498.78,3325.2,2826.42,2256.5,2256.5,569.92,20.16,Card,E-commerce
T030533,2025-06-29,C04912,P0375,S009,5,2057.67,514.42,10288.35,9773.93,1303.97,6519.85,3254.08,33.29,Card,E-commerce
T030534,2025-06-08,C03716,P0037,S018,4,2314.36,1388.62,9257.44,7868.82,1942.61,7770.44,98.38,1.25,Card,E-commerce
T030535,2025-12-14,C03718,P0063,S003,2,302.1,0.0,604.2,604.2,231.4,462.8,141.4,23.4,Apple Pay,E-commerce
T030536,2024-02-26,C03948,P0216,S009,2,3156.95,0.0,6313.9,6313.9,2494.06,4988.12,1325.78,21.0,Mada,Store
T030537,2024-01-07,C03385,P0312,S008,3,311.21,46.68,933.63,886.95,235.89,707.67,179.28,20.21,Mada,Store
T030538,2025-03-18,C02999,P0028,S015,5,4412.88,1103.22,22064.4,20961.18,2915.91,14579.55,6381.63,30.44,Mada,Store
T030539,2024-11-10,C01158,P0205,S005,1,644.36,64.44,644.36,579.92,463.01,463.01,116.91,20.16,Apple Pay,Store
T030540,2024-04-20,C04978,P0014,S015,2,1236.58,123.66,2473.16,2349.5,1006.08,2012.16,337.34,14.36,Card,Store
T030541,2024-04-25,C04858,P0478,S016,2,2360.2,0.0,4720.4,4720.4,1787.27,3574.54,1145.86,24.27,STC Pay,Store
T030542,2024-11-02,C04407,P0355,S003,3,925.72,555.43,2777.16,2221.73,621.52,1864.56,357.17,16.08,Mada,E-commerce
T030543,2025-10-28,C04905,P0119,S006,4,3605.54,0.0,14422.16,14422.16,2822.78,11291.12,3131.04,21.71,Card,Store
T030544,2025-12-18,C02980,P0293,S019,1,2475.65,247.57,2475.65,2228.08,2130.35,2130.35,97.73,4.39,Card,E-commerce
T030545,2024-11-05,C02347,P0016,S012,3,4644.4,0.0,13933.2,13933.2,2915.7,8747.1,5186.1,37.22,Mada,Store
T030546,2024-04-03,C04645,P0087,S006,1,1660.88,0.0,1660.88,1660.88,1168.48,1168.48,492.4,29.65,Mada,Store
T030547,2024-07-10,C03718,P0291,S003,2,1494.67,0.0,2989.34,2989.34,1188.61,2377.22,612.12,20.48,Apple Pay,Store
T030548,2024-10-05,C02454,P0392,S018,1,2148.9,214.89,2148.9,1934.01,1649.16,1649.16,284.85,14.73,Mada,Store
T030549,2025-07-13,C01602,P0070,S004,1,2479.74,0.0,2479.74,2479.74,2149.49,2149.49,330.25,13.32,Mada,Store
T030550,2024-02-24,C03609,P0061,S017,1,1185.25,0.0,1185.25,1185.25,903.6,903.6,281.65,23.76,STC Pay,Store
T030551,2024-01-17,C03148,P0155,S020,2,2627.91,0.0,5255.82,5255.82,1760.91,3521.82,1734.0,32.99,Card,Store
T030552,2024-11-30,C02974,P0465,S018,2,585.35,0.0,1170.7,1170.7,412.55,825.1,345.6,29.52,STC Pay,Store
T030553,2024-03-02,C03531,P0364,S007,3,2906.37,0.0,8719.11,8719.11,1958.52,5875.56,2843.55,32.61,Card,E-commerce
T030554,2025-09-28,C01577,P0285,S009,5,4099.38,1024.84,20496.9,19472.06,2647.28,13236.4,6235.66,32.02,Apple Pay,Store
T030555,2025-07-26,C02791,P0080,S005,4,1577.05,315.41,6308.2,5992.79,1136.35,4545.4,1447.39,24.15,Cash,Store
T030556,2025-07-09,C02671,P0205,S019,1,613.03,30.65,613.03,582.38,463.01,463.01,119.37,20.5,Card,E-commerce
T030557,2024-11-22,C01732,P0466,S015,2,3902.74,0.0,7805.48,7805.48,2525.3,5050.6,2754.88,35.29,Cash,Store
T030558,2024-05-07,C03517,P0425,S001,4,732.38,146.48,2929.52,2783.04,591.51,2366.04,417.0,14.98,Mada,E-commerce
T030559,2025-05-14,C00017,P0340,S015,5,1526.18,763.09,7630.9,6867.81,1090.52,5452.6,1415.21,20.61,Card,Store
T030560,2024-09-15,C03887,P0360,S015,2,2766.23,0.0,5532.46,5532.46,1809.82,3619.64,1912.82,34.57,STC Pay,E-commerce
T030561,2025-12-13,C00613,P0090,S010,4,3403.42,0.0,13613.68,13613.68,2256.83,9027.32,4586.36,33.69,Cash,Store
T030562,2025-09-15,C03249,P0215,S003,3,3334.22,2000.53,10002.66,8002.13,2168.02,6504.06,1498.07,18.72,Mada,Store
T030563,2025-02-13,C00144,P0070,S020,3,2593.09,1166.89,7779.27,6612.38,2149.49,6448.47,163.91,2.48,Cash,Store
T030564,2024-05-22,C04417,P0493,S008,6,1383.85,0.0,8303.1,8303.1,910.2,5461.2,2841.9,34.23,Mada,Store
T030565,2025-01-31,C00715,P0461,S011,2,4236.47,1270.94,8472.94,7202.0,2977.4,5954.8,1247.2,17.32,Cash,Store
T030566,2025-12-19,C01017,P0190,S014,2,3651.3,365.13,7302.6,6937.47,2878.04,5756.08,1181.39,17.03,Mada,Store
T030567,2024-12-24,C03530,P0153,S011,5,1258.62,0.0,6293.1,6293.1,995.94,4979.7,1313.4,20.87,Card,E-commerce
T030568,2025-10-13,C00680,P0422,S014,4,648.13,0.0,2592.52,2592.52,422.8,1691.2,901.32,34.77,Mada,E-commerce
T030569,2024-11-14,C03406,P0287,S018,2,3304.03,0.0,6608.06,6608.06,2499.76,4999.52,1608.54,24.34,Apple Pay,Store
T030570,2025-10-09,C01577,P0139,S013,3,867.18,0.0,2601.54,2601.54,735.63,2206.89,394.65,15.17,Mada,Store
T030571,2025-12-12,C02816,P0191,S001,2,2114.7,422.94,4229.4,3806.46,1396.78,2793.56,1012.9,26.61,STC Pay,Store
T030572,2024-10-04,C00852,P0379,S001,4,2138.93,1711.14,8555.72,6844.58,1751.18,7004.72,-160.14,-2.34,Card,Store
T030573,2025-10-13,C04548,P0114,S003,3,3023.71,907.11,9071.13,8164.02,2705.45,8116.35,47.67,0.58,STC Pay,Store
T030574,2025-10-23,C04475,P0332,S017,6,3366.99,1010.1,20201.94,19191.84,2211.34,13268.04,5923.8,30.87,Cash,Store
T030575,2024-03-31,C03765,P0078,S014,3,2066.72,0.0,6200.16,6200.16,1485.02,4455.06,1745.1,28.15,Card,E-commerce
T030576,2025-11-28,C03675,P0274,S019,2,3418.41,683.68,6836.82,6153.14,2583.18,5166.36,986.78,16.04,Card,Store
T030577,2024-03-22,C04398,P0250,S018,3,3654.9,0.0,10964.7,10964.7,2390.12,7170.36,3794.34,34.61,STC Pay,E-commerce
T030578,2024-01-19,C01438,P0068,S015,3,3754.29,1689.43,11262.87,9573.44,2896.45,8689.35,884.09,9.23,Mada,Store
T030579,2025-01-13,C03777,P0262,S009,3,3626.03,0.0,10878.09,10878.09,2561.41,7684.23,3193.86,29.36,Card,E-commerce
T030580,2025-10-06,C02173,P0451,S014,2,447.22,178.89,894.44,715.55,313.22,626.44,89.11,12.45,Mada,E-commerce
T030581,2025-01-03,C02060,P0253,S012,1,1525.02,0.0,1525.02,1525.02,1032.83,1032.83,492.19,32.27,Card,Store
T030582,2025-11-11,C03135,P0386,S017,5,1917.54,0.0,9587.7,9587.7,1244.86,6224.3,3363.4,35.08,STC Pay,Store
T030583,2025-04-02,C00352,P0374,S004,6,3757.26,2254.36,22543.56,20289.2,2442.7,14656.2,5633.0,27.76,Apple Pay,Store
T030584,2024-01-19,C04500,P0083,S002,4,1610.47,644.19,6441.88,5797.69,1176.75,4707.0,1090.69,18.81,Cash,Store
T030585,2024-09-09,C02812,P0264,S020,2,2676.3,0.0,5352.6,5352.6,2045.35,4090.7,1261.9,23.58,Cash,E-commerce
T030586,2024-12-29,C01934,P0456,S009,1,558.55,27.93,558.55,530.62,393.2,393.2,137.42,25.9,Card,E-commerce
T030587,2024-07-11,C03949,P0359,S020,3,173.88,26.08,521.64,495.56,110.55,331.65,163.91,33.08,Apple Pay,Store
T030588,2024-10-04,C02780,P0387,S004,4,2137.28,1282.37,8549.12,7266.75,1678.78,6715.12,551.63,7.59,Card,Store
T030589,2025-10-18,C01226,P0475,S019,4,3198.08,1279.23,12792.32,11513.09,2280.86,9123.44,2389.65,20.76,Mada,Store
